author	Count
Salgado De Somoza, Francisco (1595-1665)	   1
Salig, Christian August (1691-1738)	   1
Salignac De La Mothe Fénelon, François De (1651-1715)	   2
Sallentin, Louis (1746-1830)	   1
Sallustius Crispus, Gaius	   4
Sallust, NA	   1
Salmon, Thomas (1679-1767)	   4
Salodi, Paolo (16-NA)	   1
Salomo, NA	   1
Saltern, George	   1
Saltzmann, Balthasar Friedrich	   1
Saltzmann, Karl August (1730-NA)	   1
Salvador, Joseph (1796-1873)	   1
Salvaing De Boissieu, Denis De (1600-1683)	   1
Salvandy, Narcisse-achille De (1795-1856)	   2
Salvatore, NA	   1
Salverte, Eusèbe De	   1
Salvianus, NA	   1
Salviati., Leonardo	   1
Sá, Manoel	   1
Sampayo, Estevão De	   1
Sampiero, Filippo Da	   1
Sampson, Ezra (1749-1823)	   1
Samson, Joseph-isidore (1793-1871)	   1
Samuel Edels, NA	   1
Sanchez De Leon, Fernando	   1
Sanchez, Gaspar (1554-1628)	   1
Sánchez, Pedro	   1
Sanchez Ruiz, Pedro	   1
Sánchez, Tomás (1550-1610)	   1
Sandelin, Alexandre (1752-1793)	   1
Sanden, Bernhardus Von	   2
Sanden, Heinrich Von	   1
Sandeo, Felino	   1
Sandeo, Felino Maria	   1
Sanders, Edward	   1
Sanderson, Robert (1587-1663)	   1
Sanderson, William (1586-1676)	   2
Sandford, Daniel (1766-1830)	   1
Sandford, Francis (1630-1694)	   1
Sandifort, Gerard (1779-1848)	   1
Sandrart, Joachim Von (1606-1688)	   1
Sandras, Nee De La Rochelle	   1
Sandri, Antonio (1803-1886)	   1
Sandricourt, De	   1
Sanfelice, Giovanni Francesco	   1
Sannazaro, Giacomo	   1
Sannazaro, Jacopo (1455-1530)	   1
Sannazaro, Jacopo (1458-1530)	   1
Sannazaro, Jacopo (NA-1530)	   1
Sannig, Bernard (1637-1704)	   1
Sanson D'abbeville, Guillaume (1633-1703)	   1
Sanson, Nicolas	   1
Sansovino, Francesco (1521-1583)	   3
Santarosa, Santorre Annibale De Rossi	   1
Santbergen, A. Van	   1
Santiago, Juan Wenceslao De	   1
Santiago Palomáres, Francisco Xavier De	   1
Santi, Giorgio	   1
Santi, Giuseppe Maria	   1
Santi, Luigi	   1
Santo-domingo, Joseph Hippolyte De (1785-1832)	   1
Santorini, Giovanni Domenico (1681-1737)	   1
Santoro, NA	   1
Sapper, Joannes Georgius	   1
Sappho, NA	   1
Sarasa, Alfonsus Antonius De (1618-1667)	   1
Sarasin, Jean-françois (1614-1654)	   1
Sardi, Alessandro	   2
Sardi, Filippo	   1
Sardi, Gasparo	   1
Sarpi, Paolo (1552-1623)	   3
Sarrazin, A	   1
Sarrazin De Montferrier, Alexandre (1792-1863)	   1
Sarti, Giuseppe (1729-1802)	   2
Sartolo, Bernardo	   1
Sartori, Franz (1765-1846)	   1
Sartorius, Samuel	   1
Sasportas, Jacob (1610-1698)	   1
Sassi, Giuseppe Antonio	   1
Sattler, Johann Rud	   1
Saucerotte, Louis-sébastien	   1
Saumaise, Claude (1588-1653)	   2
Saur, Abraham (1545-1593)	   2
Saurin, Bernard Joseph (1706-1781)	   1
Saurin, Jacques	   1
Sautel, Pierre-juste	   1
Sauter, Johann Leonhard	   1
Sautermeister, Franz X	   1
Sauzeau, Macaire	   1
Savage, Richard (1698-1743)	   1
Savaron, Jean (1566-1622)	   1
Savérien, Alexandre (1720-1805)	   1
Savi, Paolo (1798-1871)	   1
Savonarola, Girolamo	   2
Savonarola, Hieronymus	   1
Savonarole, Jérôme (1452-1498)	   1
Savornin, Marc-antoine-jean-louis (1753-1825)	   1
Saxe, Christoph Gottlob	   1
Sbaraglia, Gian Girolamo (1641-1710)	   1
Sbarra Coderta, Luchesia	   1
Sbarra, Tiberio	   1
Scaccia, Sigismondo	   2
Scalich, Paul	   1
Scaliger, Iulius Caesar (1484-1558)	   1
Scaliger, Josephus Justus	   1
Scappius, Alexander	   1
Scaramelli, Giovanni Battista	   1
Scaramuzzino, Giuseppe Antonio	   1
Scardeone, Bernardino	   1
Scarlattini, Ottavio (1699-NA)	   1
Scarpa, Antonio (1752-1832)	   1
Scarpazza, Faustino	   1
Scarron, Paul (1610-1660)	   5
Scarron, Pierre	   1
Scarselli, Flaminio (1705-1776)	   1
Scève, Maurice (1511-1564)	   1
Schacht, Theodor Philipp	   1
Schade, Johannes Immanuel	   1
Schadeloock, Augustin Marten	   1
Schade, Petrus	   2
Schad, Ildephonsus	   1
Schad, Johann Baptist (1758-1834)	   1
Schaeffer, Jacob Christian (1718-1790)	   3
Schaffer, Ignatius	   1
Schaffshausen, Paul	   1
Schaller, Gottfried Iakob	   1
Schaller, Jacob (1604-1676)	   1
Schaller, Karl August (1819-NA)	   1
Schalling, Jacob	   1
Schaper, Johann Ernst (1668-1721)	   1
Scharden, Friedrich Wilhelm Von (1671-1734)	   1
Scharf, Johann (1595-1660)	   1
Scharling, Carl Emil (1803-1877)	   1
Scharnhorst, Gerhard Von	   1
Scharpius, Johannes	   2
Schaufelberger, Johann (1727-NA)	   1
Schechsius, Johannes	   1
Schedel, Hartmann (1440-1514)	   1
Schefer, Leopold (1784-1862)	   1
Schehmel, Karl Ludwig Philipp	   1
Scheib, Franc Christoph. De	   1
Scheibler, Christoph (1589-1653)	   2
Scheler, Eugen Carl Ludwig Von	   1
Schelhammer, Christoph (1620-1651)	   1
Schelhammer, Johannes Aus Staffelstein	   1
Schellenberg, Johannes (1642-NA)	   1
Schellenberg, Johann Rudolf (1740-1806)	   1
Scheller, Immanuel Johann Gerhard (1735-1803)	   2
Schels, Johann Baptist (1780-1847)	   1
Scheltema, Jacobus	   1
Schelwig, Samuel (1643-1715)	   2
Schenckel, Lambert Thomas	   1
Schenck, Johann Theodor (1619-1671)	   2
Scherer, Alexander Nicolaus	   1
Scherer, Georg Aus Schwaz	   1
Scherzer, Johann Adam	   1
Scherzer, Johannes Adam	   1
Scherz, Johann Georg (1678-1754)	   1
Scheurl, Christoph (1481-1542)	   1
Schiappalaria, Stefano Ambrogio	   1
Schickard, Wilhelm (1592-1635)	   2
Schiele, Johann Georg (1634-1689)	   1
Schietti, Angelo (1664-1739)	   1
Schikaneder, Emanuel (1751-1812)	   2
Schildener, Karl	   1
Schiller, Friedrich (1759-1805)	   6
Schiller, Friedrich Von (1759-1805)	   1
Schiller, Johann Michael (1763-NA)	   2
Schiller, Johann Wilhelm (1768-NA)	   1
Schilling, Diebold (1460-1520)	   1
Schilling, Ernst Moritz	   1
Schilling, Gustav (1766-1839)	   1
Schilter, Johann (1632-1705)	   1
Schimmelmann, Ernst Heinrich (1747-1831)	   1
Schimmer, Georg (1652-1695)	   1
Schindler, Christian Carl	   1
Schinkel, Johann Gotthilf (1713-1787)	   1
Schinz, Heinrich Rudolf (1777-1861)	   1
Schlee, Oswald (1553-1613)	   1
Schlegel, Christian Hieronymus Justus (1757-1842)	   1
Schlegel, Friedrich (1772-1829)	   1
Schlegel, Johann Elias	   1
Schleiermacher, Friedrich (1768-1834)	   2
Schleissing, Georg Adam	   1
Schlettwein, Johann August (1731-1802)	   1
Schlintzigk, Christian Gottlob (1766-NA)	   1
Schlosser, Friedrich Christoph (1776-1861)	   1
Schlosser, Johann Georg (1739-1799)	   1
Schlosser, Michael	   1
Schlözer, August Ludwig Von (1735-1809)	   2
Schlözer, Christian Von (1774-1831)	   1
Schlüsselburg, Conrad (1543-1619)	   2
Schlüter, Friedrich (1803-NA)	   1
Schmalfeldt, Johan Jacob	   1
Schmaltz, Moritz Ferdinand	   1
Schmalz, Theodor Von (1760-1831)	   1
Schmauß, Johann Jacob	   1
Schmid, Christoph Gottlieb	   1
Schmidel, Johann	   1
Schmidel, Ulrich (1510-1580)	   1
Schmid, Johann (1649-1731)	   1
Schmid, Johann Jakob (1696-NA)	   1
Schmid, Joseph (1600-1667)	   1
Schmidt, Carl August	   1
Schmidt, Carl Friedrich	   1
Schmidt, Daniel (1604-1660)	   1
Schmidt, Ernestus Guilielmus Christianus	   1
Schmidt, Friedrich Ludwig Schauspieler	   1
Schmidt, Heinrich	   1
Schmidt, Joachim Erdmann (1710-1776)	   1
Schmidt, Joan-georg	   1
Schmidt, Johann	   1
Schmidt, Johann Adolph Erdmann (1769-1851)	   1
Schmidt, Johann Andreas	   2
Schmidt, Johann Ernst Christian (1772-1831)	   1
Schmidt, Johannes Theodorus	   1
Schmidt, Josephus Hermannus	   1
Schmidt, Michael Ignaz (1736-1794)	   2
Schmidt-phiseldek, Konrad Friedrich Von (1770-1832)	   1
Schmidt, Sebastian (1617-1696)	   4
Schmieder, Heinrich Eduard (1794-1893)	   1
Schmieder, Sigismund	   1
Schmitz, Johann Andreas (1652-NA)	   1
Schmolck, Benjamin (1672-1737)	   2
Schmuck, Friedrich Wilhelm	   1
Schmutz, Philipp Ludwig	   1
Schmuz, Michael Raphael (1638-1672)	   1
Schnaubert, Friedrich (1786-1854)	   1
Schneider, Christian Wilhelm	   1
Schneider, Ernst Christian Gottlieb	   1
Schneider, Georg Abraham (1770-1839)	   1
Schneider, Johann Friedemann (1669-1733)	   2
Schneider, Johann Gottlob	   1
Schneider, Lebrecht Ehregott (1731-1800)	   1
Schneidt, Joseph Maria (1727-1808)	   2
Schnell, Johann Georg	   1
Schnepff, Dietrich (1525-1586)	   1
Schnepff, Erhard (1495-1558)	   1
Schnitzler, Jacob (1636-1684)	   1
Schnobel, Joachim (1602-1671)	   1
Schober, C. G	   1
Schoel, NA	   1
Schoenau, Jean Henri De	   1
Schoenberger, Georg	   1
Schoensleder, Wolfgang	   1
Schoepff, Carl Friedrich	   1
Schonaeus, Cornelis (1541-1611)	   1
Schönberg, Anders (1737-1811)	   1
Schönborn, Bartholomaeus	   1
Schonck, E.j.b	   1
Schöner, Johann (1477-1547)	   1
Schöner, Johannes	   1
Schöner, Johannes Aus Karlstadt	   2
Schön, Peter Hinrich	   1
Schoock, Marten (1614-1669)	   1
Schoolcraft, Henry Rowe (1793-1864)	   1
Schoonebeeck, Adriaan (1658-1705)	   1
Schoonebeek, Adriaen	   1
Schooten, Frans Van	   1
Schooten, Franz Van (1581-1645)	   1
Schopenhauer, Arthur (1788-1860)	   1
Schöpffer, Theodosius	   1
Schöpff, Karl Friedrich (1710-1777)	   1
Schoppe, Caspar	   2
Schöpper, Jacob (1512-1554)	   1
Schopper, Jakob (1545-1616)	   1
Schopper, Johannes	   1
Schorel, Charles (1792-NA)	   1
Schorlemmer, Johann Ludwig	   1
Schorrer, Christoph (1603-1678)	   1
Schosser, Johann	   1
Schott, August Ludwig (1751-1787)	   1
Schottenius, Johannes	   1
Schott, Gaspar (1608-1666)	   1
Schöttgen, Christian (1687-1751)	   2
Schott, Heinrich August (1780-1835)	   1
Schott, Johannes Adamus	   1
Schott, Johann Martin	   1
Schouten, Willem Corneliszoon (1625-NA)	   1
Schow, Joakim Fredrik	   1
Schrader, Dietrich Otto (1685-1708)	   1
Schrader, Friedrich (1657-1704)	   1
Schrader, Johann Gottlieb Friedrich (1763-1833)	   1
Schragius, Friedrich	   1
Schramm, Jonas Konrad	   2
Schrant, Johannes Matthias (1783-1866)	   1
Schraud, Franciscus	   1
Schreber, Johann Christian Daniel (1739-1810)	   2
Schreckenfuchs, Erasmus Oswald (1511-1579)	   1
Schreger, Bernhard Nathanael Gottlob	   1
Schreiber, Alois Wilhelm (1763-1841)	   2
Schreiber, Christian	   1
Schreiber, Johann Friedrich (1705-1760)	   1
Schreiner, Simon	   1
Schrevelius, Cornelius	   1
Schrevelius, Theodorus (1572-1653)	   1
Schreyers, Johann	   1
Schrick, Michael	   1
Schröckh, Johann Matthias (1733-1808)	   2
Schröder, Hans (1796-1855)	   1
Schrodt, Johann Heinrich (1694-1770)	   1
Schroeder Van Der Kolk, Jacobus Ludovicus Conradus (1797-1862)	   1
Schröer, Georg Friedrich	   1
Schröter, Ernst Friedrich (1621-1676)	   1
Schröter, Georg	   1
Schröter, Johann Christian (1659-1731)	   2
Schröter, Johann Samuel (1735-1808)	   1
Schröter, Sebastian (1650-NA)	   1
Schrot, Martin	   1
Schubart, Friederica Juliana	   1
Schubert, Christian Benjamin	   1
Schubert, Heinrich	   1
Schuberth, Georg Adolph	   1
Schubert, Johanne Juliane (1776-1864)	   1
Schubert, Johann Ernst (1717-1774)	   1
Schuckmann, Heinrich (1582-1656)	   1
Schudt, Johann Jakob (1664-1722)	   1
Schülin, Johann Heinrich (1692-1775)	   1
Schultens, Gualterus Reinoud	   1
Schultes, Joseph August	   1
Schulthess, Johann Georg	   1
Schultze, Bernhard (1625-1687)	   1
Schultze, Georg (1599-1634)	   1
Schultz, G. Fr. W	   1
Schultz, Johann	   1
Schultz, Johannes (1662-1704)	   1
Schultz, Johann Matthias (1771-1849)	   1
Schultz, Laurentius	   1
Schultz, Peter (1643-1698)	   1
Schultz, Volrad Christoph	   1
Schultz, Wilhelm	   1
Schulz, David	   1
Schulze, Benjamin Wilhelm Daniel	   1
Schulze, Christian Friedrich (1730-1775)	   1
Schulze, Friedrich August (1770-1849)	   2
Schulze, Georg Ernst	   1
Schulz, Friedrich	   1
Schulz, Johann Heinrich (1687-1744)	   1
Schumacher, Heinrich Christian (1780-1850)	   1
Schumacher, Johannes	   1
Schupp, Johann Balthasar	   1
Schurer, Jacobus Ludov	   1
Schurff, Hieronymus	   1
Schürmann, Georg Caspar (1672-1751)	   1
Schurtzfleisch, Konrad Samuel (1641-1708)	   3
Schurzfleisch, Conrad Samuel (1641-1708)	   2
Schüßler, Christian Georg (1699-1754)	   1
Schuster, Johan Jakob (1657-NA)	   1
Schütte, Johann Heinrich	   1
Schutters, Cornelis (1767-1848)	   1
Schütz, Daniel	   1
Schütze, Nicolaus (1600-1671)	   1
Schütze, Stephan (1771-1839)	   1
Schütz, Heinrich (1585-1672)	   1
Schuward, Johannes D.ä	   1
Schuyl, Florentius (1619-1669)	   1
Schwabe, Johann Friedrich Heinrich (1779-1834)	   1
Schwab, Gustav (1792-1850)	   1
Schwan, Christian Friedrich (1733-1815)	   1
Schwandtner, Joan. Georg	   1
Schwartz, Albrecht Georg	   1
Schwartz, Georg	   1
Schwartz, Johannes	   1
Schwartzkopff, Johann (1596-1658)	   1
Schwarz, Christian Gottlieb	   2
Schwarzenberg, Georg Ludwig Von	   1
Schwarz, Friedrich Heinrich Christian (1766-1837)	   1
Schwarz, Ignatius	   1
Schwarz, Ignaz	   1
Schwarz, Johann Georg	   1
Schwarz, Johann Nicolaus (1759-NA)	   1
Schwarz, Johann Peter (1721-1781)	   1
Schweder, Gabriel (1648-1735)	   3
Schwediauer, Franz Xaver	   1
Schweighaeuser, Jacques Frédéric (1766-1842)	   1
Schweighaeuser, Jean-geoffroy	   1
Schweinitz, David Von (1600-1667)	   1
Schweins, Franz Ferdinand (1780-1856)	   1
Schwemler, Johannes	   1
Schwerin, Jacob Philip Von (1719-1779)	   1
Schwerz, Johann Nepomuk Hubert Von	   1
Schweser, Christoph Heinrich (1647-1727)	   1
Schwiegerlich Anverwandte, NA	   1
Schwinghammer, Franz Seraphin	   1
Scioppius, Gaspar (1576-1649)	   1
Sclopis, Pietro Antonio	   1
Scolari, Filippo (1792-1872)	   1
Sconditi, Roberto	   1
Scopoli, Giovanni Antonio (1723-1788)	   1
Scopoli, Giovanni Antonio (1727-1788)	   1
Scot, Reginald (1538-1599)	   2
Scotte, Claude	   1
Scott, NA	   1
Scott, Thomas	   3
Scott, Walter (1771-1832)	  12
Scotus, Andreas	   1
Screta, Johannes (1651-NA)	   1
Scribe, Eugène (1791-1861)	   5
Scrofani, Saviero (1756-1835)	   1
Scroffa, Camillo (1527-1565)	   1
Scudamore, Charles (1779-1849)	   1
Scudder, Samuel Hubbard (1837-1911)	   1
Scudéry, Madeleine De (1607-1701)	   2
Scupoli, Lorenzo (1530-1610)	   1
Seaman, Henry	   1
Seber, Wolfgang (1573-1634)	   1
Sebisch, Melchior (1578-1674)	   1
Sebizius, Melchior (1578-1674)	   1
Seckendorff, Adolph Von	   1
Seckendorff, Veit Ludwig Von (1626-1692)	   1
Secker, Thomas (1693-1768)	   1
Second, Jean (1511-1536)	   1
Secondo, Giuseppe Maria (1715-1798)	   1
Sedaine, Michel-jean (1719-1797)	   2
Sedaine, Michel Jean (1719-1797)	   1
Sedelius, Wolfgang (NA-1562)	   1
Sedgwick, Obadiah	   1
Sedley, Charles (1721-1778)	   1
Sedulius, Caius Coelius	   1
Seebach, Heinrich Ernst (1706-NA)	   1
Seelen, Erich Simon Henrich Von (1717-1755)	   1
Seemiller, Sebastian (1752-1798)	   1
Segers, Johann Ernst	   1
Segneri, Paolo (1624-1694)	   1
Segner, J.a. Von (1704-1777)	   1
Segner, Johann Andreas Von	   1
Segni, Giovanni Battista	   1
Segni, Pietro (1605-NA)	   1
Segnitz, Johannes	   1
Segrais, Jean Regnault De (1624-1701)	   1
Seguin, Jérôme (1607-1655)	   1
Segura, Jacinto	   1
Segur, Juan	   1
Ségur, Philippe De (1780-1873)	   1
Segwaert, Bartholomaeus À	   1
Seidel, Gotthold Emanuel Friedrich	   1
Seidig, J. G	   1
Seifert, Johann	   1
Seiler, Georg Friedrich (1733-1807)	   2
Seitz, Johannes	   1
Sellarius, Henrichus	   1
Selle, Christian Gottlieb (1748-1800)	   1
Sellius, Gottfried (1704-1767)	   1
Selneccer, Nikolaus	   1
Selnecker, Nikolaus (1530-1592)	   4
Šelōmō Ben-mōše Chelm, NA	   1
Selting, Friedrich	   1
Sementini, Antonio	   1
Semler, Johann Salomo (1725-1791)	   3
Semler, Joh. Salomo (1725-1791)	   1
Sémonville, Charles Huet	   1
Sempere Y Guarinos, Juan	   1
Senault, Jean-françois (1599-1672)	   2
Sendivogius, Syn (1610-1663)	   1
Seneca, Lucius Annaeus	  10
Sénèque, NA (4-65)	   5
Senex, John (NA-1740)	   1
Senff, Carl Fr	   1
Sengebusch, Christian Johann Andreas (1776-1837)	   1
Senguerdius, Arnoldus	   1
Senior, Nassau William (1790-1864)	   1
Senkeisen, Christian Gottfried	   1
Sennert, Andreas (1606-1689)	   2
Sennert, Daniel (1572-1637)	   2
Sennert, Johann	   1
Sennert, Michael (1615-1691)	   1
Sensburg, Ernst Philipp (1752-1831)	   1
Sentmanat, Alex De	   1
Senty, Gaëtan	   1
Serain, Pierre-eutrope (1748-1821)	   1
Serarius, Nicolaus	   1
Serarius, Nikolaus	   1
Serdini, Simone	   1
Serenius, Basilius	   1
Serenius, Jakob	   1
Sergeant, John (1622-1707)	   1
Sernicola, Fra Carlo	   1
Serpetro, Nicolò	   1
Serpilius, Georg (1668-1723)	   1
Serres, Louys De	   1
Servandoni, Giovanni Niccolo (1695-1766)	   1
Servandoni, Jean-nicolas (1718-1780)	   1
Servan, Joseph-michel-antoine (1737-1807)	   1
Servient, Abel	   1
Sestini, Domenico (1750-1832)	   3
Sestini, Francesco	   1
Settala, Ludovico (1552-1633)	   1
Settle, Elkanah (1648-1724)	   1
Setzer, Jeremias	   2
Seu, Joannes	   1
Seume, Johann Gottfried (1763-1810)	   1
Seuse, Heinrich (1295-1366)	   1
Sevastʹânov, A.f (1771-1824)	   1
Sève De Rochechouart, Guy De	   1
Sevenhuysen, Cornelius Cornelii	   1
Sévigné, Marie De Rabutin-chantal (1626-1696)	   1
Sévigné, Marie De Rabutin-chantal De (1626-1696)	   2
Sewrin, Charles-augustin De Bassompière (1771-1853)	   1
Sewrin, Charles-augustin De Bassompierre (1771-1853)	   1
Sextus, Joachim (1608-1676)	   1
Seybert, Adam (1773-1825)	   1
Seyfried, Wilhelm	   1
Seyssel, Claude De (1450-1520)	   1
Shakespeare, William (1564-1616)	  11
Shakespear, John (1775-1858)	   1
Sharpe, Leonell	   1
Sharp, Granville (1735-1813)	   1
Sharp, John	   1
Sharp, Thomas	   2
Sharrock, Robert	   1
Shaw, John (1614-1689)	   1
Shelvocke, George	   1
Shenston, John Brittain (1776-1844)	   1
Shepherd, John (1786-NA)	   1
Sheppard, William (1675-NA)	   1
Sheridan, Richard Brinsley (1751-1816)	   1
Sherlock, Martin	   1
Sherlock, Thomas	   1
Sherlock, William (1641-1707)	   4
Shipton, NA	   1
Shirley, James (1596-1666)	   3
Sianda, Giovanni (1684-NA)	   1
Sibly, E (1751-1800)	   1
Sibrand, Johann (1569-1638)	   1
Sibrand, Johann (1637-1701)	   1
Sickel, G. A. F	   1
Siddons, Henry (1774-1815)	   1
Sidney, Algernon	   1
Sidney, Philip	   1
Sidonius Apollinaris, NA	   1
Sidonius, Gaius Sollius Apollinaris	   1
Sieber, Jacob Gottlieb (1729-1794)	   1
Siebold, Johann Barthel Von	   1
Siebold, Karl Kaspar Von (1736-1807)	   1
Siegel, Johann Gottlieb (1699-1755)	   1
Siegel, Johann Viktor Heinrich	   1
Siegmann, Paul	   1
Sieyès, Emmanuel-joseph (1748-1836)	   1
Sigismondo, NA (1647-1719)	   1
Sigismundi, Michael (1645-1709)	   1
Sigonio, Carlo (1524-1584)	   2
Silber, Benjamin (1772-1821)	   1
Silius Italicus, Tiberius Catius Asconius	   1
Silos, Giuseppe	   1
Siltemann, Johannes Rudolphus	   1
Silveira, Joao Da (1592-1687)	   1
Silverstolpe, Axel Gabriel (1762-1816)	   2
Silves, F. De	   1
Silvestre De Sacy, Antoine-isaac (1758-1838)	   1
Silvestri, Francesco (1474-1528)	   1
Silvy, Louis (1760-1857)	   1
Simancas, Diego	   1
Siméon, Joseph-jérôme (1749-1842)	   1
Simeon, NA	   1
Simler, Johann Wilhelm	   1
Simmons, Samuel Foart	   1
Simon, C	   1
Simond, Louis	   1
Simond, Philibert	   1
Simone Fidati, NA (1348-NA)	   1
Simonetta, Giovanni (1491-NA)	   1
Simonides, NA	   1
Simonis, Johann (1698-1768)	   1
Simon, Jordan (1719-1776)	   1
Simon, Julius	   1
Simon, Richard (1632-1712)	   2
Sinapius, Johannes (1657-1725)	   1
Sinapius, Michael Aloysius (1602-NA)	   1
Sinibaldi, Giovanni Benedetto (1594-1658)	   1
Sinold, Philipp Balthasar (1657-1742)	   1
Sintenis, Christian Friedrich (1750-1820)	   2
Sintzel, Joseph	   1
Sirach, NA	   1
Sirena, Francesco	   1
Siricius, Michael (1628-1685)	   1
Siri, Vittorio (1608-1685)	   1
Sirmond, Jacques (1559-1651)	   2
Sismondi, Jean-charles-léonard Simonde De (1773-1842)	   2
Siviniant, NA	   1
Sixtus Iv., Pont. Max. Formerly Franciscus	   2
Sixtus, NA	   1
Sjöborg, Gustaf	   1
Skeats, Highmore (1760-1831)	   1
Slabber, Martinus	   1
Slade, Sebastijan	   1
Sledanus, Chr	   1
Sleidan, Johannes	   1
Sleidanus, Johannes (1506-1556)	   1
Slevogt, Johann Adrian	   1
Slevogt, Johann Hadrian	   1
Slevogt, Johann Philipp (1649-1727)	   1
Slevogt, Paul (1596-1655)	   1
Slisansky, Lorenz	   1
Sloschenius, Johannes (1564-NA)	   1
Sluiter, Willem	   2
Sluse, René François De	   1
Smalwood, James (1719-NA)	   1
Smart, Jane	   1
Smeaton, John (1724-1792)	   1
Smedley, Edward (1788-1836)	   1
Smellie, William (1697-1763)	   2
Smethergell, William (1751-NA)	   1
Smetius, Henricus	   1
Smith, Adam	   2
Smith, D. W	   1
Smith, Edmund (1672-1710)	   1
Smith, Horatio (1779-1849)	   1
Smith, Humphry (1624-1663)	   1
Smith, James Edward (1759-1828)	   1
Smith, John Thomas (1766-1833)	   1
Smith, Richard	   1
Smith, Thomas (1600-1627)	   1
Smith, William	   3
Smith, William (1651-1735)	   1
Smith, William (1769-1839)	   1
Smit, Johannes	   1
Smits, Willem (1704-1770)	   1
Smollett, Tobias George (1721-1771)	   4
Smoll, Gottfried	   1
Smout, Adrian Jorisz (1580-1646)	   1
Smythe, John	   1
Smyth, William H (1788-1865)	   1
Snell, Christian Wilhelm (1755-1834)	   2
Snellius, Willebrordus (1580-1626)	   2
Snorri Sturluson, NA (1179-1241)	   1
Soarez, Cipriano (1524-1593)	   1
Soave, Francesco	   3
Sobrino, Francisco	   1
Soccini, Bartolommeo (1436-1507)	   1
Socini, Mariano (1482-1556)	   1
Soden, Julius Von (1754-1831)	   1
Söderberg, Gustaf (1799-1875)	   1
Sografi, Antonio Simone (1759-1818)	   1
Sola, B. De	   1
Sola, Charles Michael	   1
Soldan, Christian Heinrich Christoph	   1
Soldati, Sebastiano (1780-NA)	   1
Soldati, Tommaso Maria	   1
Solignac, Pierre-joseph De La Pimpie De (1687-1773)	   2
Solin, NA	   1
Solís, Feliciano De (1594-NA)	   1
Solís Y Rivadeneira, Antonio De (1610-1686)	   1
Solórzano Pereira, Juan De (1575-1655)	   1
Somavera, Alessio Da	   1
Someren, Everard Van	   1
Sommelius, Gustaf (1726-1800)	   3
Sommerfelt, Søren Christian	   1
Sönnerberg, Jacob (1770-1847)	   1
Sonntag, Christoph	   1
Sonntag, Karl Gottlob	   2
Sophocle, NA	   1
Sophocles, NA	   2
Soranzo, Lazaro	   2
Sorapán De Rieros, Juan	   1
Sorel, Charles (1582-1674)	   1
Sötefleisch, Peter Ernst	   1
Soto, Domingo De (1494-1560)	   2
Soto, Pedro De (1563-NA)	   1
Soubeiran, Eugène (1797-1858)	   1
Soubies, Pierre	   1
Soubira, Jacob-abraham	   1
Souchu De Rennefort, Urbain (1630-1690)	   1
Souter, Daniel (1571-1634)	   1
Southerne, Thomas (1660-1746)	   1
Southey, Robert!         !southey	   1
Southwell, F. W	   1
Sozzini, Fausto (1539-1604)	   3
Sozzini, Mariano (1401-1467)	   1
Spach, Israel	   1
Spado, Charisius Thermarius	   1
Spagnoli, Battista (1447-1516)	   1
Spalatin, Georg (1484-1545)	   1
Spallanzani, Lassaro (1729-1799)	   1
Spangel, Pallas	   1
Spangenberg, Cyriacus (1528-1604)	   3
Spangenberg, Johann (1484-1550)	   2
Spangenberg, Johannes	   1
Spanheim, Friedrich	   2
Spanuti, Hermann J	   1
Sparre, Baron De	   1
Sparrman, Anders (1748-1820)	   1
Spaun, Franz Anton Von (1753-1826)	   1
Spauter, Johannes De (1460-1520)	   1
Specht, Johannes	   1
Speck, Petr. Wilh	   1
Speed, John (1552-1629)	   1
Speer, Daniel	   1
Spelta, Antonio Maria (1559-1632)	   4
Spence, David	   1
Spener, Philipp Jacob (1635-1705)	   1
Spener, Philipp Jakob (1635-1705)	   4
Spenser, Edmund (1552-1599)	   1
Sperandio, Francesco Paolo	   1
Sperling, Otto (1634-1715)	   1
Spiker, Samuel Heinrich	   1
Spilner, Heinrich (1636-NA)	   1
Spina, David De (1662-1710)	   1
Spina, Johannes De (1642-1689)	   1
Spinola, Fabio Ambrogio (1593-1671)	   2
Spitzner, Franz	   1
Spolverini, Giambattista	   1
Sponsel, Johann Ulrich (1721-1788)	   1
Spörl, Johann Ludwig	   1
Sprat, Thomas (1635-1713)	   2
Sprengel, Peter Nathanael	   1
Sprenger, Johann Theodor	   1
Spurzheim, G	   1
Spyker, Hendrik J	   1
Staal De Launay, Marguerite Jeanne Cordier	   1
Staalkopf, Jakob	   1
Staal, Marguerite-jeanne De (1684-1750)	   1
Stackhouse, T	   1
Stadel, Johann Karl Von	   1
Stadlin, Franz Karl	   1
Stadnicki, Stanisław	   1
Staël-holstein, Anne Louise Germaine De (1766-1817)	   2
Staël-holstein, Auguste-louis De (1789-1827)	   1
Staël-holstein, De	   1
Staël-holstein, Germaine De (1766-1817)	   1
Stahl, Friedrich Julius (1802-1861)	   1
Stahl, Georg Ernst (1659-1734)	   2
Stahl, Georg Ernst (1660-1734)	   2
Stahl, Georg Ernst (NA-1734)	   2
Stahl, Johann Friedrich	   1
Stainpeiss, Martin (1527-NA)	   1
Stampel, Georg	   1
Stanbridge, John	   1
Stancari, Francesco (1501-1574)	   1
Stange, Daniel	   1
Stanger, Christopher (1759-1834)	   1
